school_code,AgeID,school_name,street,town_suburb,postcode,student_number,indigenous_pct,lbote_pct,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,support_classes,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,date_1st_teacher,lga,electorate,fed_electorate,operational_directorate,principal_network,facs_district,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude,date_extracted
2407,8682,Lisarow Public School,17 MacDonalds Road,Lisarow,2250,306,4,8,1037,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4362 1048,lisarow-p.school@det.nsw.edu.au,4362 1621,N,1/5/28,Gosford (C),The Entrance,Dobell,Macquarie Park,Gosford,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.381283,151.376296,7/3/17
2409,9819,Lismore South Public School,Phyllis St & Wilson St,South Lismore,2480,225,12,3,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,6621 3433,lismoresth-p.school@det.nsw.edu.au,6622 2797,N,1/1/15,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Lismore,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.809502,153.262056,7/3/17
2410,10963,Lithgow Public School,163 Mort St,Lithgow ,2790,396,9,8,930,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6351 2297,lithgow-p.school@det.nsw.edu.au,6353 1039,N,1875-07-01,Lithgow (C),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Western 1,Inner Regional Australia,-33.482092,150.160227,7/3/17
2413,10771,Llandilo Public School,Seventh Ave,Llandilo,2760,335,10,21,943,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4777 4124,llandilo-p.school@det.nsw.edu.au,4777 5085,N,1865-12-01,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.707237,150.751783,7/3/17
2417,9180,Lochinvar Public School,New England Hwy,Lochinvar ,2321,156,13,4,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4930 7223,lochinvar-p.school@det.nsw.edu.au,4930 7804,N,1852-02-01,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.700305,151.451988,7/3/17
2418,10509,Lockhart Central School,Halliday St,Lockhart ,2656,88,26,np,891,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,6920 5209,lockhart-c.school@det.nsw.edu.au,6920 5635,N,1897-11-01,Lockhart (A),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Wagga Wagga,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-35.222753,146.714747,7/3/17
2421,10728,Londonderry Public School,Londonderry Rd,Londonderry ,2753,204,8,8,941,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4578 1900,londonderr-p.school@det.nsw.edu.au,4588 5883,N,1/2/34,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.647454,150.736905,7/3/17
2423,9646,Long Flat Public School,5077 Oxley Highway,Long Flat,2446,43,23,0,936,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6587 4255,longflat-p.school@det.nsw.edu.au,6587 4334,N,1/5/33,Port Macquarie-Hastings (A),Oxley,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.437823,152.48612,7/3/17
2428,9661,Lowanna Public School,Coramba Rd,Lowanna ,2450,33,36,np,851,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6654 5243,lowanna-p.school@det.nsw.edu.au,6654 5370,N,1/9/12,Coffs Harbour (C),Coffs Harbour,Page,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.20722,152.899923,7/3/17
2429,10468,Lowesdale Public School,Riverina Hwy,Lowesdale ,2646,19,0,0,1059,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6035 8216,lowesdale-p.school@det.nsw.edu.au,6035 8219,N,1882-01-01,Corowa Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Albury,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1 ,Inner Regional Australia,-35.856229,146.368662,7/3/17
2431,5331,Luddenham Public School,24 Jamison Street,Luddenham,2745,74,9,16,920,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4773 4111,luddenham-p.school@det.nsw.edu.au,4773 3163,N,1860-11-01,Liverpool (C),Camden,Hume,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Metropolitan West,Inner Regional Australia,-33.881331,150.691523,7/3/17
2432,11077,Lue Public School,Swanston St,Lue,2850,22,np,np,921,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6373 6407,lue-p.school@det.nsw.edu.au,6373 6431,N,1871-04-01,Mid-Western Regional (A),Dubbo,Calare,Dubbo & Wagga Wagga,Macquarie,"Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Outer Regional Australia,-32.656339,149.844616,7/3/17
2436,10993,Lyndhurst Public School,Marsden St,Lyndhurst ,2797,31,np,0,936,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6367 5016,lyndhurst-p.school@det.nsw.edu.au,6367 5205,N,1889-04-01,Blayney (A),Bathurst,Calare,Dubbo & Wagga Wagga,Orange,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.673266,149.044914,7/3/17
2439,8696,Macdonald Valley Public School,1331 St Albans Road,Central Macdonald,2775,9,np,np,945,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4568 2120,macdonaldv-p.school@det.nsw.edu.au,4568 2022,N,1850-02-01,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.321271,150.971993,7/3/17
2444,9650,Macksville Public School,35a Wallace St,Macksville ,2447,393,18,np,920,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6568 1800,macksville-p.school@det.nsw.edu.au,6568 2277,N,1875-04-01,Nambucca (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.707763,152.917145,7/3/17
2448,10296,Maimuru Public School,Jack Masling Dr,Maimuru ,2594,14,0,np,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6383 3219,maimuru-p.school@det.nsw.edu.au,6383 3289,N,1/3/21,Young (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Southern Tablelands,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1 ,Outer Regional Australia,-34.243066,148.214319,7/3/17
2451,9192,Maitland East Public School,William St,East Maitland,2323,606,9,5,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4933 7524,maitlande-p.school@det.nsw.edu.au,4934 5012,N,1858-04-01,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.748991,151.585256,7/3/17
2454,7568,Malabar Public School,231-239 Franklin Street,Malabar,2036,284,5,25,1082,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9311 2012,malabar-p.school@det.nsw.edu.au,9661 5890,N,1/7/05,Randwick (C),Maroubra,Kingsford Smith,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.962214,151.248559,7/3/17
2460,10968,Mandurama Public School,Loquat St,Mandurama ,2792,10,np,np,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6367 5103,mandurama-p.school@det.nsw.edu.au,6367 5306,N,1876-10-01,Blayney (A),Bathurst,Calare,Dubbo & Wagga Wagga,Orange,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.65148,149.069495,7/3/17
2464,9822,Manifold Public School,Lismore-Kyogle Rd,Bentley ,2480,38,np,0,953,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6663 5220,manifold-p.school@det.nsw.edu.au,6663 5313,N,1/5/29,Richmond Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Lismore,Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.749066,153.077066,7/3/17
2465,11088,Manildra Public School,2100 Packham Drive,Manildra,2865,38,21,np,932,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6364 5055,manildra-p.school@det.nsw.edu.au,6364 5255,N,1882-07-01,Cabonne (A),Orange,Calare,Dubbo & Wagga Wagga,Orange,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.184214,148.700122,7/3/17
2469,7697,Manly West Public School,Griffith St,Balgowlah ,2093,868,1,21,1139,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9948 2257,manlywest-p.school@det.nsw.edu.au,9907 0342,N,1/7/22,Manly (A),Manly,Warringah,Macquarie Park,Warringah,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.791875,151.268753,7/3/17
2472,10783,Maraylya Public School,Neich Rd,Maraylya ,2765,111,np,np,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4573 6243,maraylya-p.school@det.nsw.edu.au,4573 6599,N,1868-11-01,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.592681,150.916264,7/3/17
2476,8959,Pelican Flat Public School,Karog St,Pelican,2281,44,14,np,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4971 1543,pelicanflt-p.school@det.nsw.edu.au,4972 1380,N,1/1/38,Lake Macquarie (C),Swansea,Shortland,Tamworth & Coffs Harbour,Lake Macquarie East,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.074333,151.648248,7/3/17
2480,10747,Maroota Public School,4540 Old Northern Road,Maroota,2756,40,np,np,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4566 8231,maroota-p.school@det.nsw.edu.au,4566 8388,N,1891-06-01,The Hills Shire (A),Hawkesbury,Berowra,Macquarie Park,Hawkesbury,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Inner Regional Australia,-33.455283,150.99365,7/3/17
2482,7561,Maroubra Bay Public School,Duncan St,Maroubra ,2035,318,7,44,1073,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9349 1569,maroubraba-p.school@det.nsw.edu.au,9349 5836,N,1/9/23,Randwick (C),Maroubra,Kingsford Smith,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.944236,151.253017,7/3/17
2485,10501,Marrar Public School,Centenary Drive,Marrar ,2652,21,np,0,1020,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6927 4364,marrar-p.school@det.nsw.edu.au,6927 4377,N,1/2/09,Coolamon (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-34.828341,147.355155,7/3/17
2489,10784,Marsden Park Public School,363 Garfield Road West,Marsden Park,2765,52,np,35,961,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9627 1644,marsdenpk-p.school@det.nsw.edu.au,9838 1136,N,1889-07-01,Blacktown (C),Riverstone,Chifley,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.696425,150.833642,7/3/17
2492,9311,Martindale Public School,670 Martindale Rd,Martindale,2328,15,np,0,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6547 3502,martindale-p.school@det.nsw.edu.au,6547 3546,N,1885-02-01,Muswellbrook (A),Upper Hunter,Hunter,Tamworth & Coffs Harbour,Wollemi,Hunter New England & Central Coast,Hunter New England,Hunter,Outer Regional Australia,-32.458834,150.665723,7/3/17
2493,9520,Martins Creek Public School,Cook St,Martins Creek ,2420,9,0,0,,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4938 5239,martinscrk-p.school@det.nsw.edu.au,4938 5423,N,1892-01-01,Dungog (A),Upper Hunter,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.565996,151.623453,7/3/17
2494,9378,Martins Gully Public School,Bona Vista Rd,Armidale ,2350,161,np,np,1052,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6772 3314,martinsgul-p.school@det.nsw.edu.au,6771 2257,N,1/5/23,Armidale Dumaresq (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-30.523938,151.637256,7/3/17
2496,10260,Marulan Public School,63 George St,Marulan ,2579,119,5,np,926,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4841 1573,marulan-p.school@det.nsw.edu.au,4841 1847,N,1860-09-01,Goulburn Mulwaree (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.713399,150.006603,7/3/17
2499,4920,Mascot Public School,King St,Mascot ,2020,370,3,76,1026,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9667 4301,mascot-p.school@det.nsw.edu.au,9667 4905,N,1/1/22,Botany Bay (C),Heffron,Kingsford Smith,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.928577,151.192485,7/3/17
2500,10628,Mathoura Public School,18-20 Frome Street,Mathoura,2710,63,13,np,943,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,03 5884 3314,mathoura-p.school@det.nsw.edu.au,03 5884 3504,Y,1877-01-01,Murray (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Outer Regional Australia,-35.816079,144.902097,7/3/17
2501,10502,Matong Public School,5649 Canola Way,Matong,2652,28,np,0,1012,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6927 7824,matong-p.school@det.nsw.edu.au,6927 7877,N,1899-01-01,Coolamon (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.770061,146.927303,7/3/17
2502,7569,Matraville Public School,310 Bunnerong Rd,Matraville ,2036,241,2,88,1010,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9311 1783,matraville-p.school@det.nsw.edu.au,9661 4076,N,1/5/04,Botany Bay (C),Maroubra,Kingsford Smith,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.955064,151.229111,7/3/17
2506,9144,Mayfield East Public School,32 Crebert Street,Mayfield East ,2304,260,10,17,980,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4968 1495,mayfielde-p.school@det.nsw.edu.au,4968 3236,N,1858-07-01,Newcastle (C),Newcastle,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.89536,151.748666,7/3/17
2507,9145,Mayfield West Public School,Gregson Ave,Mayfield ,2304,357,8,13,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,4968 1539,mayfieldw-p.school@det.nsw.edu.au,4960 2367,N,1/6/25,Newcastle (C),Newcastle,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.888697,151.730116,7/3/17
2508,10629,Mayrung Public School,Mayrung Rd,Deniliquin ,2710,32,np,0,960,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,03 5882 4243,mayrung-p.school@det.nsw.edu.au,03 5882 4326,N,1884-06-01,Conargo (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Outer Regional Australia,-35.464317,145.30879,7/3/17
2509,10982,Meadow Flat Public School,2630 Great Western Highway,Meadow Flat,2795,50,16,np,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6359 5259,meadowflat-p.school@det.nsw.edu.au,6359 5265,N,1856-03-01,Lithgow (C),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Western 1,Inner Regional Australia,-33.433726,149.920456,7/3/17
2510,7825,The Meadows Public School,Fuller St,Seven Hills ,2147,210,15,49,937,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9631 3737,themeadows-p.school@det.nsw.edu.au,9896 3281,N,1890-01-01,Blacktown (C),Seven Hills,Greenway,Macquarie Park,Nirimba,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.781365,150.942567,7/3/17
2511,9651,Medlow Public School,Taylors Arm Rd,Medlow ,2447,8,0,0,969,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6564 2145,medlow-p.school@det.nsw.edu.au,6564 2147,N,1/3/03,Nambucca (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.779087,152.69016,7/3/17
2512,5543,Medowie Public School,Ferodale Rd,Medowie,2318,349,10,3,1007,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4982 8222,medowie-p.school@det.nsw.edu.au,4982 8732,N,1894-01-01,Port Stephens (A),Port Stephens,Paterson,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.738245,151.85406,7/3/17
2515,10875,Megalong Public School,Megalong Valley,Megalong ,2785,13,0,np,1018,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4787 9159,megalong-p.school@det.nsw.edu.au,4787 9118,N,1892-05-01,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.715301,150.232582,7/3/17
2520,8670,Menai Public School,4R Hall Drive,Menai ,2234,99,12,26,1003,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9543 4924,menai-p.school@det.nsw.edu.au,9543 7363,N,1/5/02,Sutherland Shire (A),Heathcote,Hughes,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.01213,151.006587,7/3/17
2522,11065,Mendooran Central School,Brambil Street,Mendooran,2842,138,25,0,905,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,6886 1149,mendooran-c.school@det.nsw.edu.au,6886 1203,N,1869-07-01,Warrumbungle Shire (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,"Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Outer Regional Australia,-31.818731,149.122445,7/3/17
2523,6484,Menindee Central School,1 Bear St,Menindee,2879,95.4,68,np,758,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,08 8091 4409,menindee-c.school@det.nsw.edu.au,08 8091 4377,Y,1868-01-01,Central Darling (A),Barwon,Parkes,Dubbo & Wagga Wagga,Far West,"Murrumbidgee, Far West & Western NSW",Far West,Western 3,Very Remote Australia,-32.393368,142.41329,7/3/17
2525,9099,Merewether Public School,6 Henry Street,Merewether,2291,157,19,5,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4963 1318,merewether-p.school@det.nsw.edu.au,4963 3490,N,1891-01-01,Newcastle (C),Charlestown,Newcastle,Tamworth & Coffs Harbour,Newcastle,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.937547,151.742152,7/3/17
2526,10180,Merimbula Public School,47-55 Main Street,Merimbula,2548,412,7,6,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6495 1266,merimbula-p.school@det.nsw.edu.au,6495 3239,N,1870-04-01,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.886525,149.916952,7/3/17
2528,9313,Merriwa Central School,Bow Street,Merriwa,2329,274,24,np,869,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,6548 2119,merriwa-c.school@det.nsw.edu.au,6548 2534,N,1850-01-01,Upper Hunter Shire (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England & Central Coast,Hunter New England,Hunter,Outer Regional Australia,-32.145113,150.352867,7/3/17
